14.919, 17.099, 26.599, 4.670, .000, .000, 17.099, 26.599, 1.082
15.058, 17.099, 26.599, 4.668, .000, .000, 17.099, 26.599, 1.084
15.186, 17.099, 26.599, 4.670, .000, .000, 17.099, 26.599, 1.082
15.315, 17.199, 26.500, 4.670, .778, -.778, 17.433, 26.266, 1.086
15.443, 18.800, 26.099, 4.686, 12.439, -3.109, 22.531, 25.167, 1.015
15.576, 19.599, 25.699, 4.686, 6.021, -3.011, 21.406, 24.796, 1.001
15.705, 20.000, 25.599, 4.743, 3.109, -.777, 20.932, 25.366, .924
15.837, 20.000, 25.400, 4.822, .000, -1.510, 20.000, 24.947, .868
15.972, 20.199, 25.199, 4.867, 1.482, -1.483, 20.644, 24.754, .831
16.105, 20.800, 24.800, 4.853, 4.531, -3.020, 22.159, 23.894, .846
16.234, 22.000, 24.699, 4.874, 9.324, -.777, 24.797, 24.466, .708
16.366, 22.599, 24.199, 4.876, 4.532, -3.776, 23.959, 23.066, .705
16.495, 23.199, 24.000, 4.878, 4.667, -1.555, 24.600, 23.533, .639
16.627, 24.400, 23.400, 4.895, 9.060, -4.529, 27.118, 22.041, .451
16.759, 25.099, 23.199, 4.886, 5.284, -1.510, 26.685, 22.746, .216
16.892, 25.699, 22.800, 4.897, 4.532, -3.020, 27.059, 21.893, 6.174
17.024, 26.699, 22.099, 4.906, 7.545, -5.282, 28.963, 20.515, 5.106
17.157, 26.900, 21.500, 4.897, 1.510, -4.530, 27.353, 20.140, 4.527
17.289, 27.199, 20.500, 4.906, 2.263, -7.546, 27.878, 18.235, 3.898
17.422, 27.199, 20.000, 4.909, .000, -3.775, 27.199, 18.867, 3.695
17.554, 26.300, 20.000, 4.899, -6.792, .000, 24.262, 20.000, 3.276
17.687, 24.699, 20.099, 4.893, -12.064, .753, 21.080, 20.326, 2.294
17.820, 24.099, 20.400, 4.893, -4.515, 2.258, 22.745, 21.077, 1.963
17.956, 23.699, 20.900, 4.897, -2.935, 3.668, 22.819, 22.000, 1.664
18.089, 23.900, 21.900, 4.897, 1.509, 7.546, 24.352, 24.164, 1.178
18.221, 24.699, 22.199, 4.914, 6.056, 2.270, 26.516, 22.881, .801
18.353, 25.400, 22.599, 4.914, 5.301, 3.029, 26.990, 23.508, .146
18.485, 26.699, 22.900, 4.927, 9.839, 2.271, 29.651, 23.581, 5.497
18.617, 28.000, 22.500, 4.939, 9.847, -3.030, 30.954, 21.590, 4.912
18.750, 28.400, 22.099, 4.935, 3.018, -3.018, 29.305, 21.194, 4.715
18.882, 28.300, 21.300, 4.939, -.754, -6.038, 28.073, 19.488, 4.405
19.018, 27.199, 20.599, 4.925, -8.086, -5.145, 24.774, 19.056, 3.928
19.151, 26.400, 20.599, 4.921, -6.025, .000, 24.592, 20.599, 3.520
19.284, 25.199, 20.400, 4.918, -9.058, -1.509, 22.482, 19.947, 2.436
19.416, 24.500, 20.400, 4.916, -5.270, .000, 22.918, 20.400, 2.068
19.549, 23.400, 21.199, 4.909, -8.293, 6.031, 20.911, 23.009, 1.497
19.682, 23.300, 21.500, 4.932, -.754, 2.265, 23.073, 22.179, 1.350
19.813, 23.699, 22.000, 4.927, 3.045, 3.807, 24.613, 23.142, 1.122
19.945, 25.099, 22.699, 4.942, 10.599, 5.299, 28.279, 24.289, .297
20.080, 26.099, 22.800, 4.946, 7.433, .744, 28.330, 23.023, 5.822
20.212, 26.800, 23.000, 4.949, 5.296, 1.512, 28.389, 23.453, 5.457
20.344, 28.300, 22.599, 4.960, 11.351, -3.027, 31.705, 21.691, 4.879
20.477, 28.400, 21.900, 4.956, .752, -5.269, 28.625, 20.319, 4.620
20.608, 27.800, 21.099, 4.953, -4.563, -6.085, 26.430, 19.274, 4.274
20.741, 27.300, 20.599, 4.956, -3.764, -3.764, 26.170, 19.470, 3.927
20.874, 25.800, 20.300, 4.946, -11.294, -2.258, 22.411, 19.622, 2.907
21.009, 24.500, 20.199, 4.930, -9.609, -.739, 21.617, 19.977, 2.138
21.142, 23.800, 20.300, 4.935, -5.272, .754, 22.218, 20.526, 1.887
21.275, 23.099, 21.199, 4.914, -5.285, 6.794, 21.514, 23.238, 1.479
21.407, 23.500, 21.500, 4.935, 3.023, 2.267, 24.406, 22.180, 1.347
21.538, 24.699, 22.099, 4.958, 9.156, 4.578, 27.447, 23.473, .825
21.670, 25.400, 22.400, 4.948, 5.304, 2.273, 26.991, 23.082, .182
21.802, 26.800, 22.699, 4.960, 10.594, 2.269, 29.978, 23.380, 5.340
21.935, 27.599, 22.599, 4.953, 6.035, -.754, 29.410, 22.373, 5.020
22.071, 28.400, 22.000, 4.965, 5.874, -4.405, 30.162, 20.678, 4.649
22.204, 28.599, 21.300, 4.965, 1.508, -5.281, 29.052, 19.715, 4.388
22.336, 27.300, 20.699, 4.954, -9.817, -4.531, 24.354, 19.340, 3.979
22.469, 26.800, 20.699, 4.961, -3.766, .000, 25.670, 20.699, 3.788
