35.509, 17.500, 25.699, 1.584, .000, .000, 17.500, 25.699, 50.000
35.646, 17.500, 25.699, 1.584, .000, .000, 17.500, 25.699, 50.000
35.775, 17.500, 25.699, 1.584, .000, .000, 17.500, 25.699, 50.000
35.903, 17.500, 25.699, 1.584, .000, .000, 17.500, 25.699, 50.000
36.032, 17.500, 25.699, 1.584, .000, .000, 17.500, 25.699, 50.000
36.160, 17.500, 25.699, 1.583, .000, .000, 17.500, 25.699, 50.000
36.289, 17.800, 25.500, 1.591, 2.336, -1.557, 18.500, 25.032, 50.000
36.418, 18.599, 25.400, 1.591, 6.180, -.772, 20.454, 25.168, 50.000
36.552, 20.300, 24.900, 1.583, 12.715, -3.739, 24.114, 23.778, 50.000
36.685, 21.300, 24.599, 1.593, 7.525, -2.258, 23.557, 23.922, 50.000
36.817, 22.199, 24.300, 1.638, 6.799, -2.266, 24.239, 23.620, 50.000
36.950, 22.300, 24.099, 1.638, .756, -1.511, 22.526, 23.646, 50.000
37.081, 23.099, 24.099, 1.630, 6.085, .000, 24.925, 24.099, 50.000
37.213, 24.300, 23.699, 1.617, 9.075, -3.025, 27.022, 22.792, 50.000
37.346, 25.099, 23.500, 1.617, 6.042, -1.510, 26.912, 23.046, 50.000
37.478, 26.699, 22.900, 1.609, 12.077, -4.528, 30.323, 21.541, 50.000
37.615, 27.199, 22.599, 1.621, 3.650, -2.190, 28.295, 21.942, 50.000
37.747, 28.099, 22.000, 1.617, 6.798, -4.532, 30.139, 20.640, 50.000
37.880, 28.900, 21.500, 1.623, 6.037, -3.773, 30.711, 20.367, 50.000
38.012, 29.400, 21.000, 1.630, 3.775, -3.775, 30.532, 19.867, 50.000
38.145, 29.699, 20.099, 1.635, 2.265, -6.796, 30.379, 18.060, 50.000
38.277, 29.699, 19.900, 1.640, .000, -1.509, 29.699, 19.447, 50.000
38.409, 28.900, 19.300, 1.651, -6.084, -4.563, 27.074, 17.930, 50.000
38.545, 28.199, 19.300, 1.659, -5.145, .000, 26.656, 19.300, 50.000
38.677, 26.500, 19.400, 1.754, -12.829, .754, 22.651, 19.626, 50.000
38.810, 26.500, 19.400, 1.836, .000, .000, 26.500, 19.400, 50.000
38.943, 25.800, 19.400, 1.877, -5.292, .000, 24.212, 19.400, 50.000
39.075, 25.699, 19.500, 1.881, -.755, .754, 25.473, 19.726, 50.000
39.207, 24.000, 19.699, 1.884, -12.843, 1.510, 20.146, 20.153, 50.000
39.340, 23.800, 19.900, 1.890, -1.504, 1.505, 23.348, 20.351, 50.000
39.473, 22.800, 20.599, 1.879, -7.546, 5.282, 20.536, 22.184, 50.000
39.608, 22.900, 21.300, 1.897, .743, 5.202, 23.122, 22.860, 50.000
39.740, 22.699, 22.199, 1.890, -1.514, 6.811, 22.245, 24.243, 50.000
39.872, 22.900, 23.099, 1.883, 1.511, 6.798, 23.353, 25.139, 50.000
40.004, 23.300, 23.400, 1.890, 3.029, 2.272, 24.208, 24.081, 50.000
40.136, 24.500, 24.000, 1.891, 9.076, 4.538, 27.222, 25.361, 50.000
40.269, 25.400, 24.300, 1.886, 6.811, 2.270, 27.443, 24.981, 50.000
40.399, 26.400, 24.599, 1.886, 7.686, 2.305, 28.706, 25.291, 50.000
40.533, 27.300, 24.500, 1.883, 6.702, -.744, 29.310, 24.276, 50.000
